日期,商品名称,订单量,订单金额
12/10/2025,会员畅聊组合包,10,595.85
12/10/2025,购买订阅,272,7524.02
12/10/2025,升级订阅,109,5791.25
12/10/2025,续费订阅,490,11369.78
12/10/2025,成人认证,22,21.78
12/10/2025,购买消息扩容,169,2449.84
12/10/2025,会员延期,7,271.81
12/10/2025,Pro畅聊包,50,2779.5
12/10/2025,购买消息,380,5856.49
12/10/2025,购买钻石,7,10.93
12/9/2025,成人认证,22,21.78
12/9/2025,续费订阅,502,12051.08
12/9/2025,购买消息,369,5563.61
12/9/2025,Pro畅聊包,41,1899.59
12/9/2025,会员畅聊组合包,5,289.93
12/9/2025,购买钻石,12,92.88
12/9/2025,会员延期,11,490.77
12/9/2025,购买订阅,271,5768.12
12/9/2025,购买消息扩容,152,2014.19
12/9/2025,升级订阅,86,3207.86
12/8/2025,成人认证,25,24.75
12/8/2025,会员畅聊组合包,13,769.81
12/8/2025,续费订阅,505,11022.33
12/8/2025,购买消息,418,6600.5
12/8/2025,Pro畅聊包,35,2439.65
12/8/2025,购买钻石,5,17.95
12/8/2025,会员延期,17,1685.69
12/8/2025,购买订阅,250,6597.6
12/8/2025,购买消息扩容,143,2113.28
12/8/2025,升级订阅,83,2672.77
12/7/2025,购买消息扩容,191,2906.49
12/7/2025,升级订阅,107,4247.81
12/7/2025,购买订阅,281,8404.28
12/7/2025,Pro畅聊包,49,2219.51
12/7/2025,购买消息,419,6342.54
12/7/2025,购买钻石,3,11.97
12/7/2025,会员延期,13,617.74
12/7/2025,成人认证,24,23.76
12/7/2025,会员畅聊组合包,18,1914.64
12/7/2025,续费订阅,492,12136.92
12/6/2025,升级订阅,92,2755.91
12/6/2025,购买订阅,301,6641.9
12/6/2025,购买消息扩容,155,2102.05
12/6/2025,Pro畅聊包,53,2379.47
12/6/2025,购买消息,408,6068.61
12/6/2025,会员畅聊组合包,5,349.9
12/6/2025,购买钻石,12,114.88
12/6/2025,会员延期,10,1150.9
12/6/2025,成人认证,28,27.72
12/6/2025,续费订阅,477,11083.53
12/5/2025,购买订阅,308,8778.35
12/5/2025,升级订阅,103,4551.94
12/5/2025,会员畅聊组合包,12,655.85
12/5/2025,购买消息扩容,158,2698.99
12/5/2025,成人认证,24,23.76
12/5/2025,续费订阅,538,12844.81
12/5/2025,购买钻石,3,14.97
12/5/2025,Pro畅聊包,48,1919.52
12/5/2025,购买消息,399,5981.65
12/5/2025,会员延期,18,876.6
12/4/2025,购买订阅,272,8907.33
12/4/2025,会员畅聊组合包,11,1789.8
12/4/2025,升级订阅,99,4371.09
12/4/2025,成人认证,14,13.86
12/4/2025,续费订阅,537,12188.12
12/4/2025,购买消息扩容,181,2541.52
12/4/2025,购买钻石,4,7.96
12/4/2025,Pro畅聊包,41,1899.59
12/4/2025,购买消息,339,5214.58
12/4/2025,会员延期,16,837.83
12/3/2025,购买消息扩容,162,2276.92
12/3/2025,购买钻石,2,14.98
12/3/2025,购买消息,331,5044.65
12/3/2025,Pro畅聊包,38,2299.62
12/3/2025,会员延期,13,532.86
12/3/2025,成人认证,27,26.73
12/3/2025,续费订阅,591,15306.49
12/3/2025,升级订阅,96,3603.79
12/3/2025,购买订阅,279,7329.66
12/3/2025,会员畅聊组合包,17,961.77
12/2/2025,购买钻石,2,1.98
12/2/2025,购买消息,342,5192.56
12/2/2025,Pro畅聊包,41,2419.59
12/2/2025,会员延期,11,1966.55
12/2/2025,购买消息扩容,165,2536.92
12/2/2025,成人认证,19,18.81
12/2/2025,续费订阅,624,15880.98
12/2/2025,升级订阅,86,2369.6
12/2/2025,会员畅聊组合包,13,1299.81
12/2/2025,购买订阅,274,6974.8
12/1/2025,升级订阅,99,3512.01
12/1/2025,购买消息扩容,156,2265.1
12/1/2025,购买订阅,296,8132.3
12/1/2025,会员延期,11,967.89
12/1/2025,会员畅聊组合包,17,1069.76
12/1/2025,Pro畅聊包,53,2899.47
12/1/2025,购买消息,352,5019.66
12/1/2025,购买钻石,2,10.98
12/1/2025,续费订阅,370,8221.47
12/1/2025,成人认证,23,22.77
11/30/2025,购买消息扩容,281,4420.67
11/30/2025,升级订阅,85,3455.99
11/30/2025,购买订阅,356,9851.35
11/30/2025,会员延期,20,1075.36
11/30/2025,Pro畅聊包,107,3778.93
11/30/2025,购买消息,423,6861.61
11/30/2025,购买钻石,1,4.99
11/30/2025,续费订阅,492,12145.19
11/30/2025,会员畅聊组合包,14,1369.79
11/30/2025,成人认证,16,15.84
11/29/2025,续费订阅,480,12020.69
11/29/2025,会员畅聊组合包,6,399.89
11/29/2025,成人认证,20,19.8
11/29/2025,会员延期,22,1953.12
11/29/2025,购买消息,415,6335.65
11/29/2025,Pro畅聊包,95,3149.05
11/29/2025,购买钻石,10,67.9
11/29/2025,购买订阅,296,8555.95
11/29/2025,购买消息扩容,276,4963.82
11/29/2025,升级订阅,96,2692.08
11/28/2025,续费订阅,435,10037.3
11/28/2025,成人认证,26,25.74
11/28/2025,会员畅聊组合包,15,865.79
11/28/2025,会员延期,25,1507.87
11/28/2025,购买消息,454,6623.59
11/28/2025,Pro畅聊包,85,3949.15
11/28/2025,购买钻石,11,77.89
11/28/2025,购买消息扩容,239,3993.49
11/28/2025,购买订阅,341,9085.19
11/28/2025,升级订阅,92,3054.09
11/27/2025,会员延期,12,358.66
11/27/2025,购买钻石,22,209.78
11/27/2025,购买消息,376,5316.69
11/27/2025,Pro畅聊包,64,2779.36
11/27/2025,购买消息扩容,235,3721.64
11/27/2025,续费订阅,446,10421.45
11/27/2025,成人认证,20,19.8
11/27/2025,会员畅聊组合包,6,339.92
11/27/2025,升级订阅,111,2780.37
11/27/2025,购买订阅,240,7582.82
11/26/2025,会员延期,20,1203.35
11/26/2025,购买消息扩容,290,4676.57
11/26/2025,购买钻石,7,41.93
11/26/2025,购买消息,381,5564.71
11/26/2025,Pro畅聊包,78,3969.22
11/26/2025,续费订阅,470,11111.87
11/26/2025,成人认证,18,17.82
11/26/2025,升级订阅,96,3972.49
11/26/2025,会员畅聊组合包,9,1649.84
11/26/2025,购买订阅,292,8808.09
11/25/2025,会员畅聊组合包,14,1334.68
11/25/2025,购买订阅,273,7572.44
11/25/2025,升级订阅,68,2979.86
11/25/2025,续费订阅,446,10359.85
11/25/2025,成人认证,24,23.76
11/25/2025,会员延期,11,698.89
11/25/2025,购买消息扩容,261,3941.14
11/25/2025,购买钻石,2,14.98
11/25/2025,Pro畅聊包,80,4309.2
11/25/2025,购买消息,347,4836.7
11/24/2025,购买订阅,316,10456.68
11/24/2025,会员畅聊组合包,14,1124.71
11/24/2025,升级订阅,85,2513.66
11/24/2025,购买消息扩容,334,5736.77
11/24/2025,续费订阅,463,11168.88
11/24/2025,成人认证,11,10.89
11/24/2025,会员延期,19,1352.37
11/24/2025,购买钻石,3,20.97
11/24/2025,Pro畅聊包,109,5198.91
11/24/2025,购买消息,413,6163.72
11/23/2025,成人认证,24,23.76
11/23/2025,续费订阅,495,12178.62
11/23/2025,购买钻石,3,6.97
11/23/2025,购买消息,379,5208.53
11/23/2025,Pro畅聊包,32,2319.68
11/23/2025,会员延期,9,750.8
11/23/2025,会员畅聊组合包,21,2088.58
11/23/2025,购买订阅,245,8137.88
11/23/2025,购买消息扩容,190,2760.52
11/23/2025,升级订阅,99,3551.48
11/22/2025,成人认证,24,23.76
11/22/2025,续费订阅,466,11319.31
11/22/2025,会员畅聊组合包,10,575.86
11/22/2025,购买钻石,2,9.98
11/22/2025,购买消息,353,4969.63
11/22/2025,Pro畅聊包,25,1259.75
11/22/2025,会员延期,8,247.91
11/22/2025,购买订阅,249,6423.23
11/22/2025,升级订阅,89,3192.25
11/22/2025,购买消息扩容,134,1980.46
11/21/2025,升级订阅,75,2504.57
11/21/2025,购买消息扩容,167,2838.86
11/21/2025,购买订阅,287,8556.34
11/21/2025,购买钻石,1,4.99
11/21/2025,Pro畅聊包,30,1199.7
11/21/2025,购买消息,383,5377.57
11/21/2025,会员延期,20,1069.58
11/21/2025,成人认证,26,25.74
11/21/2025,续费订阅,468,12037.67
11/21/2025,会员畅聊组合包,16,915.78
11/20/2025,升级订阅,85,2490.68
11/20/2025,购买订阅,266,9992.47
11/20/2025,购买消息扩容,134,2441.49
11/20/2025,购买钻石,3,15.97
11/20/2025,Pro畅聊包,40,2119.6
11/20/2025,购买消息,372,5127.66
11/20/2025,会员延期,10,470.79
11/20/2025,会员畅聊组合包,14,779.82
11/20/2025,成人认证,17,16.83
11/20/2025,续费订阅,470,11983.72
11/19/2025,购买订阅,253,7866.89
11/19/2025,升级订阅,84,1934.68
11/19/2025,会员畅聊组合包,13,769.85
11/19/2025,成人认证,24,23.76
11/19/2025,购买消息扩容,160,2723.03
11/19/2025,续费订阅,502,12567.26
11/19/2025,Pro畅聊包,31,1499.69
11/19/2025,购买消息,329,4696.75
11/19/2025,购买钻石,7,36.93
11/19/2025,会员延期,3,35.97
11/18/2025,购买订阅,340,8258.95
11/18/2025,会员畅聊组合包,9,525.91
11/18/2025,升级订阅,84,4100.1
11/18/2025,成人认证,36,35.64
11/18/2025,续费订阅,440,10871.34
11/18/2025,Pro畅聊包,30,1199.7
11/18/2025,购买消息,417,5711.7
11/18/2025,购买钻石,8,61.92
11/18/2025,购买消息扩容,130,1665.54
11/18/2025,会员延期,11,657.89
11/17/2025,购买消息,360,4819.7
11/17/2025,Pro畅聊包,28,1379.72
11/17/2025,购买钻石,5,30.95
11/17/2025,购买消息扩容,138,1956.46
11/17/2025,会员延期,16,1776.29
11/17/2025,成人认证,18,17.82
11/17/2025,续费订阅,505,12197.59
11/17/2025,升级订阅,91,4016.71
11/17/2025,购买订阅,262,6801.3
11/17/2025,会员畅聊组合包,13,725.83
11/16/2025,购买消息,346,4929.78
11/16/2025,Pro畅聊包,35,1399.65
11/16/2025,购买钻石,1,0.99
11/16/2025,会员延期,8,613.48
11/16/2025,成人认证,28,27.72
11/16/2025,续费订阅,550,13643.18
11/16/2025,购买消息扩容,135,1734.49
11/16/2025,升级订阅,89,3362.47
11/16/2025,会员畅聊组合包,12,1064.71
11/16/2025,购买订阅,290,7213.38
11/15/2025,升级订阅,80,2584.74
11/15/2025,购买消息扩容,147,2160.26
11/15/2025,购买订阅,292,7447.95
11/15/2025,会员延期,9,350.91
11/15/2025,购买钻石,3,15.97
11/15/2025,Pro畅聊包,26,1039.74
11/15/2025,购买消息,364,5217.73
11/15/2025,会员畅聊组合包,10,599.85
11/15/2025,续费订阅,506,12478.2
11/15/2025,成人认证,33,32.67
11/14/2025,购买消息扩容,122,1871.72
11/14/2025,升级订阅,83,3821
11/14/2025,购买订阅,251,7243.31
11/14/2025,会员延期,11,632.89
11/14/2025,购买钻石,7,60.93
11/14/2025,Pro畅聊包,46,2599.54
11/14/2025,购买消息,386,5251.82
11/14/2025,续费订阅,463,10374.82
11/14/2025,会员畅聊组合包,13,809.79
11/14/2025,成人认证,40,39.6
11/13/2025,续费订阅,469,10310.82
11/13/2025,成人认证,55,54.45
11/13/2025,会员畅聊组合包,8,459.89
11/13/2025,会员延期,9,1002.59
11/13/2025,购买钻石,2,19.98
11/13/2025,购买消息,335,4743.7
11/13/2025,Pro畅聊包,42,2719.58
11/13/2025,购买订阅,278,8665.09
11/13/2025,购买消息扩容,109,1394.9
11/13/2025,升级订阅,88,3558.73
11/12/2025,续费订阅,494,11827.9
11/12/2025,成人认证,50,49.5
11/12/2025,会员延期,8,400.81
11/12/2025,购买钻石,4,12.96
11/12/2025,购买消息,320,4600.77
11/12/2025,Pro畅聊包,36,1699.64
11/12/2025,会员畅聊组合包,15,857.79
11/12/2025,购买消息扩容,107,1312.15
11/12/2025,购买订阅,249,6182.19
11/12/2025,升级订阅,65,1121.58
11/11/2025,会员延期,8,415.81
11/11/2025,购买消息,338,4718.69
11/11/2025,Pro畅聊包,32,1799.68
11/11/2025,购买钻石,3,24.97
11/11/2025,续费订阅,390,9348.74
11/11/2025,购买消息扩容,93,1132.65
11/11/2025,成人认证,19,18.81
11/11/2025,升级订阅,91,2891.01
11/11/2025,会员畅聊组合包,16,1284.66
11/11/2025,购买订阅,265,7788.61
11/10/2025,会员延期,13,843.65
11/10/2025,购买消息扩容,103,1304.45
11/10/2025,购买消息,352,4826.72
11/10/2025,Pro畅聊包,45,1799.55
11/10/2025,购买钻石,1,0.99
11/10/2025,续费订阅,479,10624.04
11/10/2025,成人认证,14,13.86
11/10/2025,升级订阅,82,2517
11/10/2025,购买订阅,283,7421.38
11/10/2025,会员畅聊组合包,13,709.84
11/9/2025,购买订阅,271,5920.46
11/9/2025,会员畅聊组合包,12,715.82
11/9/2025,升级订阅,81,3821.76
11/9/2025,续费订阅,499,12266.13
11/9/2025,成人认证,17,16.83
11/9/2025,会员延期,8,83.92
11/9/2025,Pro畅聊包,43,2239.57
11/9/2025,购买消息扩容,107,1378.44
11/9/2025,购买消息,358,5045.74
11/9/2025,购买钻石,2,19.98
11/8/2025,购买订阅,283,5482.45
11/8/2025,升级订阅,62,1841.3
11/8/2025,会员畅聊组合包,2,99.98
11/8/2025,续费订阅,507,11111.36
11/8/2025,购买消息扩容,125,1643.15
11/8/2025,成人认证,22,21.78
11/8/2025,会员延期,4,234.96
11/8/2025,Pro畅聊包,38,2039.62
11/8/2025,购买消息,352,4892.78
11/8/2025,购买钻石,4,30.96
11/7/2025,成人认证,20,19.8
11/7/2025,会员畅聊组合包,14,743.83
11/7/2025,续费订阅,468,11928.88
11/7/2025,购买消息,367,5434.69
11/7/2025,Pro畅聊包,43,1979.57
11/7/2025,购买钻石,2,5.98
11/7/2025,会员延期,6,525.72
11/7/2025,购买订阅,277,7280.23
11/7/2025,升级订阅,80,2485.74
11/7/2025,购买消息扩容,115,1546.23
11/6/2025,成人认证,40,39.6
11/6/2025,续费订阅,461,11323.81
11/6/2025,购买消息,326,4634.7
11/6/2025,Pro畅聊包,40,2119.6
11/6/2025,购买钻石,3,2.97
11/6/2025,会员畅聊组合包,11,1034.71
11/6/2025,会员延期,10,561.35
11/6/2025,购买订阅,279,7301.06
11/6/2025,购买消息扩容,93,1334.7
11/6/2025,升级订阅,83,2910.89
11/5/2025,升级订阅,64,1881.58
11/5/2025,购买订阅,267,6847.37
11/5/2025,购买消息扩容,102,1599.69
11/5/2025,Pro畅聊包,47,2399.53
11/5/2025,购买消息,314,4512.72
11/5/2025,购买钻石,6,45.94
11/5/2025,会员畅聊组合包,13,1319.8
11/5/2025,会员延期,7,120.93
11/5/2025,成人认证,50,49.5
11/5/2025,续费订阅,447,10186.68
11/4/2025,升级订阅,64,2418.48
11/4/2025,购买消息扩容,115,1743.69
11/4/2025,购买订阅,246,6126.94
11/4/2025,Pro畅聊包,39,1819.61
11/4/2025,购买消息,343,4940.85
11/4/2025,会员延期,13,1307.54
11/4/2025,成人认证,13,12.87
11/4/2025,会员畅聊组合包,18,1525.77
11/4/2025,续费订阅,474,10953.3
11/3/2025,购买订阅,294,7543.47
11/3/2025,会员畅聊组合包,12,711.82
11/3/2025,升级订阅,76,3369.15
11/3/2025,成人认证,13,12.87
11/3/2025,续费订阅,555,14109.68
11/3/2025,购买钻石,6,45.94
11/3/2025,Pro畅聊包,46,2359.54
11/3/2025,购买消息,323,4515.71
11/3/2025,会员延期,18,789.71
11/3/2025,购买消息扩容,121,1676.7
11/2/2025,购买订阅,251,6885.58
11/2/2025,升级订阅,71,3199.7
11/2/2025,会员畅聊组合包,12,695.83
11/2/2025,成人认证,16,15.84
11/2/2025,续费订阅,656,15660.87
11/2/2025,购买消息扩容,141,2284.47
11/2/2025,购买钻石,4,16.96
11/2/2025,Pro畅聊包,45,2579.55
11/2/2025,购买消息,395,5609.62
11/2/2025,会员延期,20,872.58
11/1/2025,购买钻石,2,10.98
11/1/2025,购买消息,288,4030.73
11/1/2025,Pro畅聊包,48,2439.52
11/1/2025,会员延期,11,296.89
11/1/2025,成人认证,20,19.8
11/1/2025,购买消息扩容,135,1973.47
11/1/2025,续费订阅,499,12468.17
11/1/2025,升级订阅,83,2250.44
11/1/2025,会员畅聊组合包,21,1700.62
11/1/2025,购买订阅,225,7031.52
10/31/2025,购买钻石,4,15.96
10/31/2025,购买消息,350,4957.8
10/31/2025,Pro畅聊包,51,2819.49
10/31/2025,会员延期,10,311.79
10/31/2025,购买消息扩容,119,2010.73
10/31/2025,成人认证,16,15.84
10/31/2025,续费订阅,331,9193.45
10/31/2025,升级订阅,82,2235.16
10/31/2025,购买订阅,262,7775.14
10/31/2025,会员畅聊组合包,12,679.84
10/30/2025,升级订阅,81,4320.34
10/30/2025,购买消息扩容,116,1532.73
10/30/2025,购买订阅,264,7078.14
10/30/2025,会员延期,7,152.93
10/30/2025,Pro畅聊包,38,2299.62
10/30/2025,购买消息,352,4641.86
10/30/2025,购买钻石,6,50.94
10/30/2025,续费订阅,419,8804.81
10/30/2025,会员畅聊组合包,12,659.85
10/30/2025,成人认证,46,45.54
10/29/2025,升级订阅,68,2659.04
10/29/2025,购买订阅,211,6489.27
10/29/2025,购买消息扩容,138,2100.44
10/29/2025,会员延期,14,870.75
10/29/2025,会员畅聊组合包,13,1471.58
10/29/2025,Pro畅聊包,32,2319.68
10/29/2025,购买消息,342,4547.88
10/29/2025,购买钻石,1,4.99
10/29/2025,续费订阅,446,10973.85
10/29/2025,成人认证,105,103.95
10/28/2025,续费订阅,447,10734.24
10/28/2025,会员延期,13,632.76
10/28/2025,会员畅聊组合包,16,1457.77
10/28/2025,购买消息,407,4963.8
10/28/2025,Pro畅聊包,34,1619.66
10/28/2025,购买钻石,3,6.97
10/28/2025,购买订阅,234,7321.34
10/28/2025,购买消息扩容,136,1923.48
10/28/2025,升级订阅,74,2160.19
10/27/2025,续费订阅,477,11259.49
10/27/2025,会员畅聊组合包,20,1159.72
10/27/2025,会员延期,19,1999.37
10/27/2025,购买消息,441,4173.79
10/27/2025,Pro畅聊包,32,1799.68
10/27/2025,购买钻石,1,0.99
10/27/2025,购买订阅,225,5159.65
10/27/2025,升级订阅,71,3874.49
10/27/2025,购买消息扩容,139,1988.39
10/26/2025,会员延期,8,490.81
10/26/2025,购买钻石,2,1.98
10/26/2025,购买消息,392,3687.71
10/26/2025,购买消息扩容,164,2025.17
10/26/2025,Pro畅聊包,34,1619.66
10/26/2025,续费订阅,427,10348.79
10/26/2025,升级订阅,86,2023.39
10/26/2025,会员畅聊组合包,16,1489.76
10/26/2025,购买订阅,236,7633.42
10/25/2025,会员延期,13,523.76
10/25/2025,购买钻石,6,41.94
10/25/2025,购买消息,385,3657.79
10/25/2025,Pro畅聊包,33,1579.67
10/25/2025,续费订阅,471,12036.11
10/25/2025,购买消息扩容,116,1746.73
10/25/2025,会员畅聊组合包,18,2615.78
10/25/2025,升级订阅,85,2394.85
10/25/2025,购买订阅,220,6181.9
10/24/2025,购买订阅,228,5885.85
10/24/2025,会员畅聊组合包,24,1407.65
10/24/2025,升级订阅,77,2384.61
10/24/2025,续费订阅,484,11280.41
10/24/2025,购买消息扩容,130,1787.62
10/24/2025,会员延期,19,1007.7
10/24/2025,购买钻石,2,5.98
10/24/2025,Pro畅聊包,32,1539.68
10/24/2025,购买消息,432,4123.76
10/23/2025,会员畅聊组合包,18,1396.63
10/23/2025,购买订阅,212,7303.02
10/23/2025,升级订阅,89,2815.56
10/23/2025,续费订阅,475,11052.74
10/23/2025,会员延期,14,692.65
10/23/2025,购买钻石,1,4.99
10/23/2025,购买消息扩容,128,1924.63
10/23/2025,Pro畅聊包,33,1579.67
10/23/2025,购买消息,394,3719.79
10/22/2025,会员畅聊组合包,18,2620.41
10/22/2025,升级订阅,77,2245.69
10/22/2025,购买订阅,251,7763.65
10/22/2025,会员延期,10,163.9
10/22/2025,购买消息,341,3253.78
10/22/2025,Pro畅聊包,29,1419.71
10/22/2025,购买钻石,1,9.99
10/22/2025,续费订阅,458,10411.89
10/22/2025,购买消息扩容,119,1679.65
10/21/2025,升级订阅,90,3813.26
10/21/2025,会员畅聊组合包,18,1534.66
10/21/2025,购买订阅,257,8629.37
10/21/2025,购买消息扩容,127,1778.54
10/21/2025,会员延期,14,487.75
10/21/2025,购买消息,382,3595.8
10/21/2025,Pro畅聊包,27,2379.73
10/21/2025,购买钻石,5,30.95
10/21/2025,续费订阅,472,12594.44
10/20/2025,续费订阅,503,12515.84
10/20/2025,购买消息扩容,121,1467.63
10/20/2025,会员延期,10,206.9
10/20/2025,Pro畅聊包,44,2279.56
10/20/2025,购买消息,420,4035.76
10/20/2025,购买钻石,4,11.96
10/20/2025,会员畅聊组合包,15,869.79
10/20/2025,购买订阅,247,6429.51
10/20/2025,升级订阅,64,1779.36
10/19/2025,续费订阅,499,11695.85
10/19/2025,购买消息扩容,142,2010.42
10/19/2025,会员延期,10,534.79
10/19/2025,Pro畅聊包,25,1779.75
10/19/2025,购买消息,411,3893.83
10/19/2025,购买钻石,6,27.94
10/19/2025,购买订阅,249,8182.68
10/19/2025,会员畅聊组合包,13,825.82
10/19/2025,升级订阅,92,2956.91
10/18/2025,会员延期,10,756.79
10/18/2025,会员畅聊组合包,10,1089.87
10/18/2025,购买钻石,1,9.99
10/18/2025,Pro畅聊包,32,2059.68
10/18/2025,购买消息,358,3351.8
10/18/2025,续费订阅,468,10524.49
10/18/2025,升级订阅,84,2918.58
10/18/2025,购买消息扩容,116,1625.73
10/18/2025,购买订阅,275,8678.02
10/17/2025,会员延期,11,983.67
10/17/2025,购买钻石,2,10.98
10/17/2025,Pro畅聊包,50,2519.5
10/17/2025,购买消息,451,4281.68
10/17/2025,会员畅聊组合包,11,629.85
10/17/2025,续费订阅,505,12043.76
10/17/2025,购买消息扩容,130,1756.54
10/17/2025,升级订阅,92,3911.98
10/17/2025,购买订阅,268,7772.01
10/16/2025,购买订阅,272,7664.1
10/16/2025,购买消息扩容,142,1982.4
10/16/2025,升级订阅,91,3059.57
10/16/2025,续费订阅,502,11684.26
10/16/2025,会员畅聊组合包,11,1135.86
10/16/2025,会员延期,11,254.78
10/16/2025,购买钻石,1,9.99
10/16/2025,购买消息,404,3839.75
10/16/2025,Pro畅聊包,40,2639.6
10/15/2025,购买消息扩容,146,2124.41
10/15/2025,购买订阅,249,8425.58
10/15/2025,升级订阅,78,2637.44
10/15/2025,续费订阅,446,10499.59
10/15/2025,会员延期,13,505.54
10/15/2025,会员畅聊组合包,20,1271.66
10/15/2025,购买钻石,7,19.93
10/15/2025,购买消息,372,3563.75
10/15/2025,Pro畅聊包,42,2979.58
10/14/2025,购买消息扩容,129,1809.55
10/14/2025,续费订阅,446,10230.48
10/14/2025,Pro畅聊包,15,1119.85
10/14/2025,购买消息,417,3937.88
10/14/2025,购买钻石,4,20.96
10/14/2025,会员延期,15,1171.63
10/14/2025,购买订阅,222,5546.68
10/14/2025,升级订阅,87,2652.68
10/14/2025,会员畅聊组合包,15,837.8
10/13/2025,续费订阅,515,11429.55
10/13/2025,Pro畅聊包,37,1739.63
10/13/2025,购买消息,397,3717.87
10/13/2025,购买消息扩容,139,1940.45
10/13/2025,购买钻石,3,11.97
10/13/2025,会员延期,4,183.74
10/13/2025,购买订阅,272,5656.04
10/13/2025,会员畅聊组合包,4,235.94
10/13/2025,升级订阅,76,3263.2
10/12/2025,升级订阅,82,2463.83
10/12/2025,购买订阅,274,7780.7
10/12/2025,会员畅聊组合包,18,2138.41
10/12/2025,购买消息,404,3851.95
10/12/2025,Pro畅聊包,25,1519.75
10/12/2025,购买消息扩容,121,1791.68
10/12/2025,购买钻石,5,17.95
10/12/2025,会员延期,7,146.82
10/12/2025,续费订阅,356,9118.38
10/11/2025,升级订阅,71,2350.91
10/11/2025,会员畅聊组合包,11,645.84
10/11/2025,购买订阅,254,7353.21
10/11/2025,购买消息,379,3621.84
10/11/2025,Pro畅聊包,26,2079.74
10/11/2025,购买钻石,4,12.96
10/11/2025,会员延期,7,262.71
10/11/2025,购买消息扩容,125,1856.67
10/11/2025,续费订阅,415,9811.48
10/10/2025,购买消息扩容,143,1943.48
10/10/2025,购买订阅,265,6224.96
10/10/2025,升级订阅,86,2771.23
10/10/2025,续费订阅,500,12598.94
10/10/2025,购买钻石,6,31.94
10/10/2025,购买消息,390,3715.76
10/10/2025,会员畅聊组合包,26,2001.65
10/10/2025,Pro畅聊包,45,2579.55
10/10/2025,会员延期,9,459.8
10/9/2025,购买订阅,245,6473.16
10/9/2025,购买消息扩容,137,1969.46
10/9/2025,升级订阅,83,3242.23
10/9/2025,会员畅聊组合包,13,765.81
10/9/2025,续费订阅,515,11829.06
10/9/2025,购买钻石,2,5.98
10/9/2025,购买消息,383,3637.77
10/9/2025,Pro畅聊包,38,1779.62
10/9/2025,会员延期,5,539.84
10/8/2025,购买钻石,4,7.96
10/8/2025,Pro畅聊包,36,2479.64
10/8/2025,购买消息,365,3473.83
10/8/2025,会员延期,7,1198.6
10/8/2025,会员畅聊组合包,10,1065.88
10/8/2025,续费订阅,489,11178.97
10/8/2025,购买消息扩容,142,1816.46
10/8/2025,升级订阅,79,2879.35
10/8/2025,购买订阅,262,7377.94
10/7/2025,购买钻石,3,2.97
10/7/2025,Pro畅聊包,33,1839.67
10/7/2025,会员畅聊组合包,12,679.84
10/7/2025,购买消息,368,3487.75
10/7/2025,会员延期,9,418.79
10/7/2025,续费订阅,462,10623.01
10/7/2025,升级订阅,87,5377.09
10/7/2025,购买消息扩容,116,1422.72
10/7/2025,购买订阅,265,7119.38
10/6/2025,升级订阅,82,2423.71
10/6/2025,会员畅聊组合包,13,809.79
10/6/2025,购买订阅,249,6669.77
10/6/2025,会员延期,4,67.96
10/6/2025,购买消息扩容,155,2075.36
10/6/2025,购买钻石,5,13.95
10/6/2025,购买消息,397,3753.72
10/6/2025,Pro畅聊包,38,2819.62
10/6/2025,续费订阅,457,10668.76
10/5/2025,会员畅聊组合包,10,595.85
10/5/2025,升级订阅,105,3269.88
10/5/2025,购买订阅,266,7801.66
10/5/2025,会员延期,8,286.92
10/5/2025,购买钻石,2,10.98
10/5/2025,购买消息,404,3875.62
10/5/2025,Pro畅聊包,37,2259.63
10/5/2025,购买消息扩容,125,1726.6
10/5/2025,续费订阅,505,12307
10/4/2025,购买消息扩容,120,1574.62
10/4/2025,续费订阅,554,13750.33
10/4/2025,会员延期,8,197.81
10/4/2025,购买钻石,2,14.98
10/4/2025,Pro畅聊包,34,2139.66
10/4/2025,购买消息,358,3371.78
10/4/2025,购买订阅,267,6869.95
10/4/2025,会员畅聊组合包,24,1684.58
10/4/2025,升级订阅,90,3442.55
10/3/2025,续费订阅,649,16842.81
10/3/2025,会员延期,11,463.89
10/3/2025,购买消息扩容,142,2045.49
10/3/2025,购买钻石,2,5.98
10/3/2025,Pro畅聊包,54,3459.46
10/3/2025,购买消息,379,3593.71
10/3/2025,会员畅聊组合包,23,1345.67
10/3/2025,购买订阅,272,7467.41
10/3/2025,升级订阅,93,2454.14
10/2/2025,会员延期,6,221.94
10/2/2025,Pro畅聊包,31,1499.69
10/2/2025,购买消息,376,3575.73
10/2/2025,购买钻石,3,15.97
10/2/2025,会员畅聊组合包,22,1762.6
10/2/2025,续费订阅,534,13486.03
10/2/2025,购买消息扩容,116,1629.68
10/2/2025,升级订阅,82,2667.94
10/2/2025,购买订阅,262,8107.72
10/1/2025,会员畅聊组合包,25,2072.49
10/1/2025,会员延期,5,245.84
10/1/2025,Pro畅聊包,41,1899.59
10/1/2025,购买消息,332,3167.77
10/1/2025,购买钻石,2,14.98
10/1/2025,续费订阅,342,8712.81
10/1/2025,升级订阅,81,2337
10/1/2025,购买消息扩容,102,1392.9
10/1/2025,购买订阅,232,6491.6
9/30/2025,购买消息扩容,149,2168.35
9/30/2025,购买订阅,308,8210.37
9/30/2025,升级订阅,83,4314.59
9/30/2025,续费订阅,471,10631.71
9/30/2025,会员畅聊组合包,21,2040.62
